いす,あいす,頭,3.704503
まと,とまと,頭,19.33393
かた,かるた,体,28.1265
こし,みこし,頭,36.88377
かた,かるた,体,47.50218
ぱん,ぱんこ,尻,65.11423
めん,めんこ,尻,86.28247
