いか,いるか,Body,3.834637
いす,あいす,Head,9.110857
たま,あたま,Head,10.42266
あり,あさり,Body,14.11831
ぱん,ぱんこ,Hip,17.3428
いか,いるか,Body,20.7149
めん,めんこ,Hip,24.16256
